year,animal_number,treatment,sex,age_month,infected,infection_day,date,birth,age_days,Total_WBC_ul,PMN_ul,Lymph_ul,Mono_ul,Eos_ul,Baso_ul,%PMN,%Lymph,% Mono,% Eos,%Baso
3,50583,control_H1N1,M,NA,yes,0,2022-10-25T00:00:00Z,2022-05-06T00:00:00Z,172,9400,5640,3760,0,0,0,60,40,0,0,0
3,50583,control_H1N1,M,NA,yes,1,2022-10-26T00:00:00Z,2022-05-06T00:00:00Z,173,9400,6298,3008,94,0,0,67,32,1,0,0
3,50583,control_H1N1,M,NA,yes,2,2022-10-27T00:00:00Z,2022-05-06T00:00:00Z,174,9400,5640,2914,752,94,0,60,31,8,1,0
3,50583,control_H1N1,M,NA,yes,3,2022-10-28T00:00:00Z,2022-05-06T00:00:00Z,175,7600,3192,4256,152,0,0,42,56,2,0,0
3,50583,control_H1N1,M,NA,yes,7,2022-11-01T00:00:00Z,2022-05-06T00:00:00Z,179,7000,3360,3500,70,70,0,48,50,1,1,0
3,50583,control_H1N1,M,NA,yes,11,2022-11-05T00:00:00Z,2022-05-06T00:00:00Z,183,13900,9313,4309,278,0,0,67,31,2,0,0
3,50583,control_H1N1,M,0,no,NA,2022-05-09T00:00:00Z,2022-05-06T00:00:00Z,3,6400,3200,2496,640,64,0,50,39,10,1,0
3,50583,control_H1N1,M,1,no,NA,2022-06-09T00:00:00Z,2022-05-06T00:00:00Z,34,6700,1541,4891,134,134,0,23,73,2,2,0
3,50583,control_H1N1,M,2,no,NA,2022-07-08T00:00:00Z,2022-05-06T00:00:00Z,63,7600,1748,5852,0,0,0,23,77,0,0,0
3,50583,control_H1N1,M,3,no,NA,2022-08-09T00:00:00Z,2022-05-06T00:00:00Z,95,8400,1344,6888,84,84,0,16,82,1,1,0
3,50583,control_H1N1,M,4,no,NA,2022-09-09T00:00:00Z,2022-05-06T00:00:00Z,126,15400,3542,11704,0,154,0,23,76,0,1,0
3,50583,control_H1N1,M,5,no,NA,2022-10-11T00:00:00Z,2022-05-06T00:00:00Z,158,12400,2356,9176,496,372,0,19,74,4,3,0
3,50583,control_H1N1,M,6,no,NA,2022-11-08T00:00:00Z,2022-05-06T00:00:00Z,186,7800,3510,4212,0,78,0,45,54,0,1,0
3,50584,control_H1N1,M,NA,yes,0,2022-10-25T00:00:00Z,2022-05-06T00:00:00Z,172,5700,3876,1710,114,0,0,68,30,2,0,0
3,50584,control_H1N1,M,NA,yes,1,2022-10-26T00:00:00Z,2022-05-06T00:00:00Z,173,7600,5700,1444,380,76,0,75,19,5,1,0
3,50584,control_H1N1,M,NA,yes,2,2022-10-27T00:00:00Z,2022-05-06T00:00:00Z,174,5400,1296,3780,324,0,0,24,70,6,0,0
3,50584,control_H1N1,M,NA,yes,3,2022-10-28T00:00:00Z,2022-05-06T00:00:00Z,175,5200,1820,3224,104,52,0,35,62,2,1,0
3,50584,control_H1N1,M,NA,yes,7,2022-11-01T00:00:00Z,2022-05-06T00:00:00Z,179,9300,5022,4092,93,93,0,54,44,1,1,0
3,50584,control_H1N1,M,NA,yes,11,2022-11-05T00:00:00Z,2022-05-06T00:00:00Z,183,16000,9600,6080,320,0,0,60,38,2,0,0
3,50584,control_H1N1,M,0,no,NA,2022-05-09T00:00:00Z,2022-05-06T00:00:00Z,3,8200,5822,2296,82,0,0,71,28,1,0,0
3,50584,control_H1N1,M,1,no,NA,2022-06-09T00:00:00Z,2022-05-06T00:00:00Z,34,5800,1218,4292,0,290,0,21,74,0,5,0
3,50584,control_H1N1,M,2,no,NA,2022-07-08T00:00:00Z,2022-05-06T00:00:00Z,63,5700,1083,4446,57,114,0,19,78,1,2,0
3,50584,control_H1N1,M,3,no,NA,2022-08-09T00:00:00Z,2022-05-06T00:00:00Z,95,8600,1806,6794,0,0,0,21,79,0,0,0
3,50584,control_H1N1,M,4,no,NA,2022-09-09T00:00:00Z,2022-05-06T00:00:00Z,126,11500,1610,9200,345,345,0,14,80,3,3,0
3,50584,control_H1N1,M,5,no,NA,2022-10-11T00:00:00Z,2022-05-06T00:00:00Z,158,8300,1245,6723,166,166,0,15,81,2,2,0
3,50584,control_H1N1,M,6,no,NA,2022-11-08T00:00:00Z,2022-05-06T00:00:00Z,186,7100,3692,3408,0,0,0,52,48,0,0,0
3,50598,control_H1N1,M,NA,yes,0,2022-10-25T00:00:00Z,2022-05-10T00:00:00Z,168,9500,6365,3135,0,0,0,67,33,0,0,0
3,50598,control_H1N1,M,NA,yes,1,2022-10-26T00:00:00Z,2022-05-10T00:00:00Z,169,11700,9477,1521,702,0,0,81,13,6,0,0
3,50598,control_H1N1,M,NA,yes,2,2022-10-27T00:00:00Z,2022-05-10T00:00:00Z,170,6900,3243,3450,207,0,0,47,50,3,0,0
3,50598,control_H1N1,M,NA,yes,3,2022-10-28T00:00:00Z,2022-05-10T00:00:00Z,171,5600,2464,2800,224,112,0,44,50,4,2,0
3,50598,control_H1N1,M,NA,yes,7,2022-11-01T00:00:00Z,2022-05-10T00:00:00Z,175,10800,3564,6588,540,108,0,33,61,5,1,0
3,50598,control_H1N1,M,NA,yes,11,2022-11-05T00:00:00Z,2022-05-10T00:00:00Z,179,14700,7056,7056,294,294,0,48,48,2,2,0
3,50598,control_H1N1,M,0,no,NA,2022-05-13T00:00:00Z,2022-05-10T00:00:00Z,3,3600,1800,1656,144,0,0,50,46,4,0,0
3,50598,control_H1N1,M,1,no,NA,2022-06-13T00:00:00Z,2022-05-10T00:00:00Z,34,7700,1001,6083,462,154,0,13,79,6,2,0
3,50598,control_H1N1,M,2,no,NA,2022-07-15T00:00:00Z,2022-05-10T00:00:00Z,66,6400,1280,4800,64,256,0,20,75,1,4,0
3,50598,control_H1N1,M,3,no,NA,2022-08-15T00:00:00Z,2022-05-10T00:00:00Z,97,7700,1155,6391,154,0,0,15,83,2,0,0
3,50598,control_H1N1,M,4,no,NA,2022-09-15T00:00:00Z,2022-05-10T00:00:00Z,128,9200,3128,5888,0,184,0,34,64,0,2,0
3,50598,control_H1N1,M,5,no,NA,2022-10-11T00:00:00Z,2022-05-10T00:00:00Z,154,12300,3198,8610,369,123,0,26,70,3,1,0
3,50598,control_H1N1,M,6,no,NA,2022-11-08T00:00:00Z,2022-05-10T00:00:00Z,182,9700,5626,3880,97,97,0,58,40,1,1,0
3,50674,control,M,0,no,NA,2022-05-31T00:00:00Z,2022-05-26T00:00:00Z,5,5700,2964,2109,399,228,0,52,37,7,4,0
3,50674,control,M,1,no,NA,2022-06-30T00:00:00Z,2022-05-26T00:00:00Z,35,8700,4176,4263,174,87,0,48,49,2,1,0
3,50674,control,M,2,no,NA,2022-08-01T00:00:00Z,2022-05-26T00:00:00Z,67,6500,1560,4745,0,195,0,24,73,0,3,0
3,50674,control,M,3,no,NA,2022-08-31T00:00:00Z,2022-05-26T00:00:00Z,97,7300,1460,5402,146,292,0,20,74,2,4,0
3,50674,control,M,4,no,NA,2022-09-30T00:00:00Z,2022-05-26T00:00:00Z,127,5500,2035,3300,0,165,0,37,60,0,3,0
3,50674,control,M,5,no,NA,2022-10-31T00:00:00Z,2022-05-26T00:00:00Z,158,7100,3195,3834,71,0,0,45,54,1,0,0
3,50674,control,M,6,no,NA,2022-12-07T00:00:00Z,2022-05-26T00:00:00Z,195,10400,6032,4264,104,0,0,58,41,1,0,0
3,50691,control,M,0,no,NA,2022-06-07T00:00:00Z,2022-06-03T00:00:00Z,4,4600,2162,2116,276,46,0,47,46,6,1,0
3,50691,control,M,1,no,NA,2022-07-08T00:00:00Z,2022-06-03T00:00:00Z,35,2800,644,2156,0,0,0,23,77,0,0,0
3,50691,control,M,2,no,NA,2022-08-09T00:00:00Z,2022-06-03T00:00:00Z,67,7600,1140,6308,0,152,0,15,83,0,2,0
3,50691,control,M,3,no,NA,2022-09-09T00:00:00Z,2022-06-03T00:00:00Z,98,7200,720,6192,288,0,0,10,86,4,0,0
3,50691,control,M,4,no,NA,2022-10-07T00:00:00Z,2022-06-03T00:00:00Z,126,8700,957,7395,261,87,0,11,85,3,1,0
3,50691,control,M,5,no,NA,2022-11-07T00:00:00Z,2022-06-03T00:00:00Z,157,7500,3750,3450,225,75,0,50,46,3,1,0
3,50691,control,M,6,no,NA,2022-11-18T00:00:00Z,2022-06-03T00:00:00Z,168,17200,10836,4988,1204,172,0,63,29,7,1,0
3,50706,abx_H1N1,M,NA,yes,0,2022-11-29T00:00:00Z,2022-06-10T00:00:00Z,172,10200,7446,2346,306,102,0,73,23,3,1,0
3,50706,abx_H1N1,M,NA,yes,1,2022-11-30T00:00:00Z,2022-06-10T00:00:00Z,173,6600,3366,3168,0,66,0,51,48,0,1,0
3,50706,abx_H1N1,M,NA,yes,2,2022-12-01T00:00:00Z,2022-06-10T00:00:00Z,174,7100,4260,2556,284,0,0,60,36,4,0,0
3,50706,abx_H1N1,M,NA,yes,3,2022-12-02T00:00:00Z,2022-06-10T00:00:00Z,175,6300,2583,3465,189,63,0,41,55,3,1,0
3,50706,abx_H1N1,M,NA,yes,7,2022-12-06T00:00:00Z,2022-06-10T00:00:00Z,179,6000,3300,2580,120,0,0,55,43,2,0,0
3,50706,abx_H1N1,M,NA,yes,11,2022-12-10T00:00:00Z,2022-06-10T00:00:00Z,183,15100,8456,5738,302,604,0,56,38,2,4,0
3,50706,abx_H1N1,M,0,no,NA,2022-06-14T00:00:00Z,2022-06-10T00:00:00Z,4,4900,1519,3185,147,49,0,31,65,3,1,0
3,50706,abx_H1N1,M,1,no,NA,2022-07-15T00:00:00Z,2022-06-10T00:00:00Z,35,4200,1764,2268,168,0,0,42,54,4,0,0
3,50706,abx_H1N1,M,2,no,NA,2022-08-15T00:00:00Z,2022-06-10T00:00:00Z,66,8800,2200,6336,176,88,0,25,72,2,1,0
3,50706,abx_H1N1,M,3,no,NA,2022-09-15T00:00:00Z,2022-06-10T00:00:00Z,97,8100,3321,4779,0,0,0,41,59,0,0,0
3,50706,abx_H1N1,M,4,no,NA,2022-10-14T00:00:00Z,2022-06-10T00:00:00Z,126,10000,3500,6200,0,300,0,35,62,0,3,0
3,50706,abx_H1N1,M,5,no,NA,2022-11-14T00:00:00Z,2022-06-10T00:00:00Z,157,11500,3450,7475,0,575,0,30,65,0,5,0
3,50706,abx_H1N1,M,6,no,NA,2022-12-13T00:00:00Z,2022-06-10T00:00:00Z,186,16500,7920,7095,495,990,0,48,43,3,6,0
3,50722,abx_H1N1,M,NA,yes,0,2022-11-29T00:00:00Z,2022-06-12T00:00:00Z,170,13300,10108,2926,133,133,0,76,22,1,1,0
3,50722,abx_H1N1,M,NA,yes,1,2022-11-30T00:00:00Z,2022-06-12T00:00:00Z,171,9900,6336,3267,198,99,0,64,33,2,1,0
3,50722,abx_H1N1,M,NA,yes,2,2022-12-01T00:00:00Z,2022-06-12T00:00:00Z,172,10300,6489,3296,206,309,0,63,32,2,3,0
3,50722,abx_H1N1,M,NA,yes,3,2022-12-02T00:00:00Z,2022-06-12T00:00:00Z,173,13600,9112,3944,544,0,0,67,29,4,0,0
3,50722,abx_H1N1,M,NA,yes,7,2022-12-06T00:00:00Z,2022-06-12T00:00:00Z,177,7100,3621,3124,355,0,0,51,44,5,0,0
3,50722,abx_H1N1,M,NA,yes,11,2022-12-10T00:00:00Z,2022-06-12T00:00:00Z,181,9700,5723,3783,0,194,0,59,39,0,2,0
3,50722,abx_H1N1,M,0,no,NA,2022-06-16T00:00:00Z,2022-06-12T00:00:00Z,4,3300,1749,1320,198,33,0,53,40,6,1,0
3,50722,abx_H1N1,M,1,no,NA,2022-07-15T00:00:00Z,2022-06-12T00:00:00Z,33,4000,880,3040,40,40,0,22,76,1,1,0
3,50722,abx_H1N1,M,2,no,NA,2022-08-15T00:00:00Z,2022-06-12T00:00:00Z,64,5200,572,4576,52,0,0,11,88,1,0,0
3,50722,abx_H1N1,M,3,no,NA,2022-09-15T00:00:00Z,2022-06-12T00:00:00Z,95,8100,1134,6885,0,81,0,14,85,0,1,0
3,50722,abx_H1N1,M,4,no,NA,2022-10-14T00:00:00Z,2022-06-12T00:00:00Z,124,9500,2470,6365,285,380,0,26,67,3,4,0
3,50722,abx_H1N1,M,5,no,NA,2022-11-14T00:00:00Z,2022-06-12T00:00:00Z,155,11100,3885,7104,111,0,0,35,64,1,0,0
3,50722,abx_H1N1,M,6,no,NA,2022-12-13T00:00:00Z,2022-06-12T00:00:00Z,184,10600,5936,4452,212,0,0,56,42,2,0,0
3,50724,abx_H1N1,M,NA,yes,0,2022-11-29T00:00:00Z,2022-06-16T00:00:00Z,166,6700,5494,1139,67,0,0,82,17,1,0,0
3,50724,abx_H1N1,M,NA,yes,1,2022-11-30T00:00:00Z,2022-06-16T00:00:00Z,167,5300,3074,2014,159,53,0,58,38,3,1,0
3,50724,abx_H1N1,M,NA,yes,2,2022-12-01T00:00:00Z,2022-06-16T00:00:00Z,168,5600,3136,2240,56,168,0,56,40,1,3,0
3,50724,abx_H1N1,M,NA,yes,3,2022-12-02T00:00:00Z,2022-06-16T00:00:00Z,169,6400,4288,1856,128,128,0,67,29,2,2,0
3,50724,abx_H1N1,M,NA,yes,7,2022-12-06T00:00:00Z,2022-06-16T00:00:00Z,173,5400,3240,2106,54,0,0,60,39,1,0,0
3,50724,abx_H1N1,M,NA,yes,11,2022-12-10T00:00:00Z,2022-06-16T00:00:00Z,177,5900,3540,2006,59,295,0,60,34,1,5,0
3,50724,abx_H1N1,M,0,no,NA,2022-06-21T00:00:00Z,2022-06-16T00:00:00Z,5,5900,2301,3245,295,59,0,39,55,5,1,0
3,50724,abx_H1N1,M,1,no,NA,2022-07-22T00:00:00Z,2022-06-16T00:00:00Z,36,7100,1136,5751,142,71,0,16,81,2,1,0
3,50724,abx_H1N1,M,2,no,NA,2022-08-22T00:00:00Z,2022-06-16T00:00:00Z,67,10600,1908,8480,212,0,0,18,80,2,0,0
3,50724,abx_H1N1,M,3,no,NA,2022-09-22T00:00:00Z,2022-06-16T00:00:00Z,98,11600,1508,8816,1044,232,0,13,76,9,2,0
3,50724,abx_H1N1,M,4,no,NA,2022-10-21T00:00:00Z,2022-06-16T00:00:00Z,127,9300,3348,5766,0,186,0,36,62,0,2,0
3,50724,abx_H1N1,M,5,no,NA,2022-11-14T00:00:00Z,2022-06-16T00:00:00Z,151,9700,2037,7469,194,0,0,21,77,2,0,0
3,50724,abx_H1N1,M,6,no,NA,2022-12-13T00:00:00Z,2022-06-16T00:00:00Z,180,8700,3741,4785,174,0,0,43,55,2,0,0
3,50731,abx_fmt,M,0,no,NA,2022-06-24T00:00:00Z,2022-06-21T00:00:00Z,3,3100,1178,1922,0,0,0,38,62,0,0,0
3,50731,abx_fmt,M,1,no,NA,2022-07-22T00:00:00Z,2022-06-21T00:00:00Z,31,5800,1102,4524,0,174,0,19,78,0,3,0
3,50731,abx_fmt,M,2,no,NA,2022-08-22T00:00:00Z,2022-06-21T00:00:00Z,62,7400,1998,5180,0,222,0,27,70,0,3,0
3,50731,abx_fmt,M,3,no,NA,2022-09-22T00:00:00Z,2022-06-21T00:00:00Z,93,6500,1820,4420,65,195,0,28,68,1,3,0
3,50731,abx_fmt,M,4,no,NA,2022-10-21T00:00:00Z,2022-06-21T00:00:00Z,122,7800,1716,5928,78,78,0,22,76,1,1,0
3,50731,abx_fmt,M,5,no,NA,2022-11-22T00:00:00Z,2022-06-21T00:00:00Z,154,9200,1472,7176,92,460,0,16,78,1,5,0
3,50731,abx_fmt,M,6,no,NA,2022-12-29T00:00:00Z,2022-06-21T00:00:00Z,191,18100,3801,13213,905,181,0,21,73,5,1,0
3,50740,abx_fmt,M,0,no,NA,2022-06-30T00:00:00Z,2022-06-27T00:00:00Z,3,5700,2451,2964,171,114,0,43,52,3,2,0
3,50740,abx_fmt,M,1,no,NA,2022-08-01T00:00:00Z,2022-06-27T00:00:00Z,35,3700,888,2701,74,37,0,24,73,2,1,0
3,50740,abx_fmt,M,2,no,NA,2022-08-31T00:00:00Z,2022-06-27T00:00:00Z,65,6900,1380,5382,69,69,0,20,78,1,1,0
3,50740,abx_fmt,M,3,no,NA,2022-09-30T00:00:00Z,2022-06-27T00:00:00Z,95,5800,870,4756,116,58,0,15,82,2,1,0
3,50740,abx_fmt,M,4,no,NA,2022-10-31T00:00:00Z,2022-06-27T00:00:00Z,126,5500,385,4895,110,110,0,7,89,2,2,0
3,50740,abx_fmt,M,5,no,NA,2022-11-30T00:00:00Z,2022-06-27T00:00:00Z,156,6300,693,5544,63,0,0,11,88,1,0,0
3,50740,abx_fmt,M,6,no,NA,2022-12-29T00:00:00Z,2022-06-27T00:00:00Z,185,7200,3960,3096,144,0,0,55,43,2,0,0
3,50752,abx_fmt,M,0,no,NA,2022-07-05T00:00:00Z,2022-06-30T00:00:00Z,5,4400,1628,2508,220,44,0,37,57,5,1,0
3,50752,abx_fmt,M,1,no,NA,2022-08-05T00:00:00Z,2022-06-30T00:00:00Z,36,5600,504,4704,56,336,0,9,84,1,6,0
3,50752,abx_fmt,M,2,no,NA,2022-09-06T00:00:00Z,2022-06-30T00:00:00Z,68,7300,1095,5913,73,219,0,15,81,1,3,0
3,50752,abx_fmt,M,3,no,NA,2022-10-07T00:00:00Z,2022-06-30T00:00:00Z,99,7800,1404,6162,156,78,0,18,79,2,1,0
3,50752,abx_fmt,M,4,no,NA,2022-11-07T00:00:00Z,2022-06-30T00:00:00Z,130,6800,1428,5100,136,136,0,21,75,2,2,0
3,50752,abx_fmt,M,5,no,NA,2022-12-05T00:00:00Z,2022-06-30T00:00:00Z,158,8200,1804,6396,0,0,0,22,78,0,0,0
3,50752,abx_fmt,M,6,no,NA,2023-01-12T00:00:00Z,2022-06-30T00:00:00Z,196,7100,3408,3408,213,71,0,48,48,3,1,0
3,50776,abx_fmt,M,0,no,NA,2022-07-21T00:00:00Z,2022-07-18T00:00:00Z,3,5500,1540,3520,220,220,0,28,64,4,4,0
3,50776,abx_fmt,M,1,no,NA,2022-08-22T00:00:00Z,2022-07-18T00:00:00Z,35,6700,1072,5494,0,134,0,16,82,0,2,0
3,50776,abx_fmt,M,2,no,NA,2022-09-22T00:00:00Z,2022-07-18T00:00:00Z,66,7300,1533,5548,146,73,0,21,76,2,1,0
3,50776,abx_fmt,M,3,no,NA,2022-10-21T00:00:00Z,2022-07-18T00:00:00Z,95,7000,1540,5460,0,0,0,22,78,0,0,0
