year,id,sex,treatment,infected,date,birthday,age_months,age_days,weight_kg
2,48363,M,control_H1N1,yes,2019-12-13T00:00:00Z,2019-06-24T00:00:00Z,5,172,1.6
2,48363,M,control_H1N1,yes,2019-12-16T00:00:00Z,2019-06-24T00:00:00Z,6,175,1.62
2,48381,M,ABX,no,2019-07-17T00:00:00Z,2019-07-12T00:00:00Z,0,5,0.53
2,48381,M,ABX,no,2019-08-15T00:00:00Z,2019-07-12T00:00:00Z,1,34,0.69
2,48381,M,ABX,no,2019-09-20T00:00:00Z,2019-07-12T00:00:00Z,2,70,0.89
2,48381,M,ABX,no,2019-10-15T00:00:00Z,2019-07-12T00:00:00Z,3,95,1.04
2,48381,M,ABX,no,2019-11-19T00:00:00Z,2019-07-12T00:00:00Z,4,130,1.23
2,48381,M,ABX,no,2019-12-17T00:00:00Z,2019-07-12T00:00:00Z,5,158,1.32
2,48381,M,ABX,no,2020-01-17T00:00:00Z,2019-07-12T00:00:00Z,6,189,1.56
2,48408,F,ABX,no,2019-08-16T00:00:00Z,2019-08-11T00:00:00Z,0,5,0.57
2,48408,F,ABX,no,2019-09-13T00:00:00Z,2019-08-11T00:00:00Z,1,33,0.52
2,48408,F,ABX,no,2019-09-17T00:00:00Z,2019-08-11T00:00:00Z,1,37,0.53
2,48408,F,ABX,no,2019-09-27T00:00:00Z,2019-08-11T00:00:00Z,1,47,0.58
2,48408,F,ABX,no,2019-10-02T00:00:00Z,2019-08-11T00:00:00Z,1,52,0.57
2,48408,F,ABX,no,2019-10-10T00:00:00Z,2019-08-11T00:00:00Z,1,60,0.61
2,48408,F,ABX,no,2019-10-15T00:00:00Z,2019-08-11T00:00:00Z,2,65,0.6
2,48408,F,ABX,no,2019-10-23T00:00:00Z,2019-08-11T00:00:00Z,2,73,0.63
2,48408,F,ABX,no,2019-10-29T00:00:00Z,2019-08-11T00:00:00Z,2,79,0.64
2,48408,F,ABX,no,2019-11-05T00:00:00Z,2019-08-11T00:00:00Z,2,86,0.69
2,48408,F,ABX,no,2019-11-13T00:00:00Z,2019-08-11T00:00:00Z,3,94,0.73
2,48408,F,ABX,no,2019-11-19T00:00:00Z,2019-08-11T00:00:00Z,3,100,0.76
2,48408,F,ABX,no,2019-12-17T00:00:00Z,2019-08-11T00:00:00Z,4,128,0.94
2,48408,F,ABX,no,2020-01-16T00:00:00Z,2019-08-11T00:00:00Z,5,158,1.22
2,48408,F,ABX,no,2020-01-31T00:00:00Z,2019-08-11T00:00:00Z,5,173,1.4
2,48408,F,ABX,no,2020-02-10T00:00:00Z,2019-08-11T00:00:00Z,6,183,1.49
2,48429,F,control,no,2019-09-20T00:00:00Z,2019-09-17T00:00:00Z,0,3,0.51
2,48429,F,control,no,2019-10-21T00:00:00Z,2019-09-17T00:00:00Z,1,34,0.65
2,48429,F,control,no,2019-11-19T00:00:00Z,2019-09-17T00:00:00Z,2,63,0.78
2,48429,F,control,no,2019-12-17T00:00:00Z,2019-09-17T00:00:00Z,3,91,0.91
2,48429,F,control,no,2020-01-16T00:00:00Z,2019-09-17T00:00:00Z,3,121,1.06
2,48429,F,control,no,2020-02-20T00:00:00Z,2019-09-17T00:00:00Z,5,156,1.3
2,48429,F,control,no,2020-03-20T00:00:00Z,2019-09-17T00:00:00Z,6,185,1.54
3,50583,Male,control_H1N1,no,2022-05-09T00:00:00Z,2022-05-06T00:00:00Z,0,3,0.51
3,50583,Male,control_H1N1,no,2022-05-10T00:00:00Z,2022-05-06T00:00:00Z,0,4,0.56
3,50583,Male,control_H1N1,no,2022-05-11T00:00:00Z,2022-05-06T00:00:00Z,0,5,0.52
3,50583,Male,control_H1N1,no,2022-05-12T00:00:00Z,2022-05-06T00:00:00Z,0,6,0.52
3,50583,Male,control_H1N1,no,2022-05-13T00:00:00Z,2022-05-06T00:00:00Z,0,7,0.53
3,50583,Male,control_H1N1,no,2022-05-14T00:00:00Z,2022-05-06T00:00:00Z,0,8,0.53
3,50583,Male,control_H1N1,no,2022-05-15T00:00:00Z,2022-05-06T00:00:00Z,0,9,0.54
3,50583,Male,control_H1N1,no,2022-06-09T00:00:00Z,2022-05-06T00:00:00Z,1,34,0.63
3,50583,Male,control_H1N1,no,2022-06-13T00:00:00Z,2022-05-06T00:00:00Z,1,38,0.65
3,50583,Male,control_H1N1,no,2022-07-08T00:00:00Z,2022-05-06T00:00:00Z,2,63,0.76
3,50583,Male,control_H1N1,no,2022-08-09T00:00:00Z,2022-05-06T00:00:00Z,3,95,0.92
3,50583,Male,control_H1N1,no,2022-09-09T00:00:00Z,2022-05-06T00:00:00Z,4,126,1.08
3,50583,Male,control_H1N1,no,2022-10-11T00:00:00Z,2022-05-06T00:00:00Z,5,158,1.16
3,50583,Male,control_H1N1,yes,2022-10-25T00:00:00Z,2022-05-06T00:00:00Z,6,172,1.21
3,50583,Male,control_H1N1,yes,2022-10-26T00:00:00Z,2022-05-06T00:00:00Z,6,173,1.25
3,50583,Male,control_H1N1,yes,2022-10-27T00:00:00Z,2022-05-06T00:00:00Z,6,174,1.29
3,50583,Male,control_H1N1,yes,2022-10-28T00:00:00Z,2022-05-06T00:00:00Z,6,175,1.27
3,50583,Male,control_H1N1,yes,2022-11-01T00:00:00Z,2022-05-06T00:00:00Z,6,179,1.29
3,50583,Male,control_H1N1,yes,2022-11-05T00:00:00Z,2022-05-06T00:00:00Z,6,183,1.29
3,50583,Male,control_H1N1,yes,2022-11-08T00:00:00Z,2022-05-06T00:00:00Z,6,186,1.35
3,50584,Male,control_H1N1,no,2022-05-09T00:00:00Z,2022-05-06T00:00:00Z,0,3,0.48
3,50584,Male,control_H1N1,no,2022-05-10T00:00:00Z,2022-05-06T00:00:00Z,0,4,0.48
3,50584,Male,control_H1N1,no,2022-05-11T00:00:00Z,2022-05-06T00:00:00Z,0,5,0.48
3,50584,Male,control_H1N1,no,2022-05-12T00:00:00Z,2022-05-06T00:00:00Z,0,6,0.49
3,50584,Male,control_H1N1,no,2022-05-13T00:00:00Z,2022-05-06T00:00:00Z,0,7,0.49
3,50584,Male,control_H1N1,no,2022-05-14T00:00:00Z,2022-05-06T00:00:00Z,0,8,0.49
3,50584,Male,control_H1N1,no,2022-05-15T00:00:00Z,2022-05-06T00:00:00Z,0,9,0.5
3,50584,Male,control_H1N1,no,2022-06-09T00:00:00Z,2022-05-06T00:00:00Z,1,34,0.65
3,50584,Male,control_H1N1,no,2022-06-13T00:00:00Z,2022-05-06T00:00:00Z,1,38,0.67
3,50584,Male,control_H1N1,no,2022-07-08T00:00:00Z,2022-05-06T00:00:00Z,2,63,0.8
3,50584,Male,control_H1N1,no,2022-08-09T00:00:00Z,2022-05-06T00:00:00Z,3,95,0.9
3,50584,Male,control_H1N1,no,2022-09-09T00:00:00Z,2022-05-06T00:00:00Z,4,126,1.05
3,50584,Male,control_H1N1,no,2022-10-11T00:00:00Z,2022-05-06T00:00:00Z,5,158,1.2
3,50584,Male,control_H1N1,yes,2022-10-25T00:00:00Z,2022-05-06T00:00:00Z,6,172,1.21
3,50584,Male,control_H1N1,yes,2022-10-26T00:00:00Z,2022-05-06T00:00:00Z,6,173,1.23
3,50584,Male,control_H1N1,yes,2022-10-27T00:00:00Z,2022-05-06T00:00:00Z,6,174,1.26
3,50584,Male,control_H1N1,yes,2022-10-28T00:00:00Z,2022-05-06T00:00:00Z,6,175,1.26
3,50584,Male,control_H1N1,yes,2022-11-01T00:00:00Z,2022-05-06T00:00:00Z,6,179,1.25
3,50584,Male,control_H1N1,yes,2022-11-05T00:00:00Z,2022-05-06T00:00:00Z,6,183,1.24
3,50584,Male,control_H1N1,yes,2022-11-08T00:00:00Z,2022-05-06T00:00:00Z,6,186,1.26
3,50598,Male,control_H1N1,no,2022-05-13T00:00:00Z,2022-05-10T00:00:00Z,0,3,0.634
3,50598,Male,control_H1N1,no,2022-06-13T00:00:00Z,2022-05-10T00:00:00Z,1,34,0.65
3,50598,Male,control_H1N1,no,2022-07-15T00:00:00Z,2022-05-10T00:00:00Z,2,66,0.75
3,50598,Male,control_H1N1,no,2022-08-15T00:00:00Z,2022-05-10T00:00:00Z,3,97,0.95
3,50598,Male,control_H1N1,no,2022-09-15T00:00:00Z,2022-05-10T00:00:00Z,4,128,1.17
3,50598,Male,control_H1N1,no,2022-10-11T00:00:00Z,2022-05-10T00:00:00Z,5,154,1.42
3,50598,Male,control_H1N1,yes,2022-10-25T00:00:00Z,2022-05-10T00:00:00Z,6,168,1.45
3,50598,Male,control_H1N1,yes,2022-10-26T00:00:00Z,2022-05-10T00:00:00Z,6,169,1.46
3,50598,Male,control_H1N1,yes,2022-10-27T00:00:00Z,2022-05-10T00:00:00Z,6,170,1.49
3,50598,Male,control_H1N1,yes,2022-10-28T00:00:00Z,2022-05-10T00:00:00Z,6,171,1.47
3,50598,Male,control_H1N1,yes,2022-11-01T00:00:00Z,2022-05-10T00:00:00Z,6,175,1.46
3,50598,Male,control_H1N1,yes,2022-11-05T00:00:00Z,2022-05-10T00:00:00Z,6,179,1.5
3,50598,Male,control_H1N1,yes,2022-11-08T00:00:00Z,2022-05-10T00:00:00Z,6,182,1.54
3,50674,Male,control,no,2022-05-31T00:00:00Z,2022-05-26T00:00:00Z,0,5,0.57
3,50674,Male,control,no,2022-06-30T00:00:00Z,2022-05-26T00:00:00Z,1,35,0.66
3,50674,Male,control,no,2022-08-01T00:00:00Z,2022-05-26T00:00:00Z,2,67,0.72
3,50674,Male,control,no,2022-08-31T00:00:00Z,2022-05-26T00:00:00Z,3,97,0.81
3,50674,Male,control,no,2022-09-30T00:00:00Z,2022-05-26T00:00:00Z,4,127,0.98
3,50674,Male,control,no,2022-10-31T00:00:00Z,2022-05-26T00:00:00Z,5,158,1.17
3,50674,Male,control,no,2022-11-07T00:00:00Z,2022-05-26T00:00:00Z,5,165,1.23
3,50674,Male,control,no,2022-11-23T00:00:00Z,2022-05-26T00:00:00Z,6,181,1.43
3,50674,Male,control,no,2022-12-07T00:00:00Z,2022-05-26T00:00:00Z,6,195,1.33
3,50691,Male,control,no,2022-06-07T00:00:00Z,2022-06-03T00:00:00Z,0,4,0.54
3,50691,Male,control,no,2022-06-13T00:00:00Z,2022-06-03T00:00:00Z,0,10,0.59
3,50691,Male,control,no,2022-07-08T00:00:00Z,2022-06-03T00:00:00Z,1,35,0.72
3,50691,Male,control,no,2022-08-09T00:00:00Z,2022-06-03T00:00:00Z,2,67,0.92
3,50691,Male,control,no,2022-09-09T00:00:00Z,2022-06-03T00:00:00Z,3,98,1.1
3,50691,Male,control,no,2022-10-07T00:00:00Z,2022-06-03T00:00:00Z,4,126,1.2
3,50691,Male,control,no,2022-11-07T00:00:00Z,2022-06-03T00:00:00Z,5,157,0.98
3,50691,Male,control,no,2022-11-08T00:00:00Z,2022-06-03T00:00:00Z,5,158,1.1
3,50691,Male,control,no,2022-11-11T00:00:00Z,2022-06-03T00:00:00Z,5,161,0.938
3,50691,Male,control,no,2022-11-12T00:00:00Z,2022-06-03T00:00:00Z,5,162,0.948
3,50691,Male,control,no,2022-11-14T00:00:00Z,2022-06-03T00:00:00Z,5,164,NA
3,50691,Male,control,no,2022-11-17T00:00:00Z,2022-06-03T00:00:00Z,5,167,0.976
3,50706,Male,abx_H1N1,no,2022-06-14T00:00:00Z,2022-06-10T00:00:00Z,0,4,0.642
3,50706,Male,abx_H1N1,no,2022-06-20T00:00:00Z,2022-06-10T00:00:00Z,0,10,0.66
3,50706,Male,abx_H1N1,no,2022-07-15T00:00:00Z,2022-06-10T00:00:00Z,1,35,0.77
3,50706,Male,abx_H1N1,no,2022-08-15T00:00:00Z,2022-06-10T00:00:00Z,2,66,0.94
3,50706,Male,abx_H1N1,no,2022-09-15T00:00:00Z,2022-06-10T00:00:00Z,3,97,1.07
3,50706,Male,abx_H1N1,no,2022-10-14T00:00:00Z,2022-06-10T00:00:00Z,4,126,1.28
3,50706,Male,abx_H1N1,no,2022-11-14T00:00:00Z,2022-06-10T00:00:00Z,5,157,1.45
3,50706,Male,abx_H1N1,yes,2022-11-29T00:00:00Z,2022-06-10T00:00:00Z,6,172,1.48
3,50706,Male,abx_H1N1,yes,2022-11-30T00:00:00Z,2022-06-10T00:00:00Z,6,173,1.48
3,50706,Male,abx_H1N1,yes,2022-12-01T00:00:00Z,2022-06-10T00:00:00Z,6,174,1.51
3,50706,Male,abx_H1N1,yes,2022-12-02T00:00:00Z,2022-06-10T00:00:00Z,6,175,1.52
3,50706,Male,abx_H1N1,yes,2022-12-06T00:00:00Z,2022-06-10T00:00:00Z,6,179,1.53
3,50706,Male,abx_H1N1,yes,2022-12-10T00:00:00Z,2022-06-10T00:00:00Z,6,183,1.5
3,50706,Male,abx_H1N1,yes,2022-12-13T00:00:00Z,2022-06-10T00:00:00Z,6,186,1.53
3,50722,Male,abx_H1N1,no,2022-06-16T00:00:00Z,2022-06-12T00:00:00Z,0,4,0.53
3,50722,Male,abx_H1N1,no,2022-06-22T00:00:00Z,2022-06-12T00:00:00Z,0,10,0.56
3,50722,Male,abx_H1N1,no,2022-07-15T00:00:00Z,2022-06-12T00:00:00Z,1,33,0.65
3,50722,Male,abx_H1N1,no,2022-08-15T00:00:00Z,2022-06-12T00:00:00Z,2,64,0.83
3,50722,Male,abx_H1N1,no,2022-09-15T00:00:00Z,2022-06-12T00:00:00Z,3,95,1.01
3,50722,Male,abx_H1N1,no,2022-10-14T00:00:00Z,2022-06-12T00:00:00Z,4,124,1.18
3,50722,Male,abx_H1N1,no,2022-11-14T00:00:00Z,2022-06-12T00:00:00Z,5,155,1.37
3,50722,Male,abx_H1N1,yes,2022-11-29T00:00:00Z,2022-06-12T00:00:00Z,6,170,1.44
3,50722,Male,abx_H1N1,yes,2022-11-30T00:00:00Z,2022-06-12T00:00:00Z,6,171,1.46
3,50722,Male,abx_H1N1,yes,2022-12-01T00:00:00Z,2022-06-12T00:00:00Z,6,172,1.47
3,50722,Male,abx_H1N1,yes,2022-12-02T00:00:00Z,2022-06-12T00:00:00Z,6,173,1.49
3,50722,Male,abx_H1N1,yes,2022-12-06T00:00:00Z,2022-06-12T00:00:00Z,6,177,1.5
3,50722,Male,abx_H1N1,yes,2022-12-10T00:00:00Z,2022-06-12T00:00:00Z,6,181,1.54
3,50722,Male,abx_H1N1,yes,2022-12-13T00:00:00Z,2022-06-12T00:00:00Z,6,184,1.56
3,50724,Male,abx_H1N1,no,2022-06-21T00:00:00Z,2022-06-16T00:00:00Z,0,5,0.49
3,50724,Male,abx_H1N1,no,2022-06-27T00:00:00Z,2022-06-16T00:00:00Z,0,11,0.534
3,50724,Male,abx_H1N1,no,2022-07-22T00:00:00Z,2022-06-16T00:00:00Z,1,36,0.73
3,50724,Male,abx_H1N1,no,2022-08-22T00:00:00Z,2022-06-16T00:00:00Z,2,67,0.92
3,50724,Male,abx_H1N1,no,2022-09-22T00:00:00Z,2022-06-16T00:00:00Z,3,98,1.08
3,50724,Male,abx_H1N1,no,2022-10-21T00:00:00Z,2022-06-16T00:00:00Z,4,127,1.2
3,50724,Male,abx_H1N1,no,2022-11-14T00:00:00Z,2022-06-16T00:00:00Z,5,151,1.28
3,50724,Male,abx_H1N1,no,2022-11-29T00:00:00Z,2022-06-16T00:00:00Z,5,166,1.33
3,50724,Male,abx_H1N1,no,2022-11-30T00:00:00Z,2022-06-16T00:00:00Z,5,167,1.37
3,50724,Male,abx_H1N1,yes,2022-12-01T00:00:00Z,2022-06-16T00:00:00Z,6,168,1.38
3,50724,Male,abx_H1N1,yes,2022-12-02T00:00:00Z,2022-06-16T00:00:00Z,6,169,1.43
3,50724,Male,abx_H1N1,yes,2022-12-06T00:00:00Z,2022-06-16T00:00:00Z,6,173,1.43
3,50724,Male,abx_H1N1,yes,2022-12-10T00:00:00Z,2022-06-16T00:00:00Z,6,177,1.43
3,50724,Male,abx_H1N1,yes,2022-12-13T00:00:00Z,2022-06-16T00:00:00Z,6,180,1.52
3,50731,Male,abx_fmt,no,2022-06-24T00:00:00Z,2022-06-21T00:00:00Z,0,3,0.62
3,50731,Male,abx_fmt,no,2022-06-30T00:00:00Z,2022-06-21T00:00:00Z,0,9,0.64
3,50731,Male,abx_fmt,no,2022-07-01T00:00:00Z,2022-06-21T00:00:00Z,0,10,0.64
3,50731,Male,abx_fmt,no,2022-07-22T00:00:00Z,2022-06-21T00:00:00Z,1,31,0.75
3,50731,Male,abx_fmt,no,2022-08-22T00:00:00Z,2022-06-21T00:00:00Z,2,62,0.94
3,50731,Male,abx_fmt,no,2022-09-22T00:00:00Z,2022-06-21T00:00:00Z,3,93,1.09
3,50731,Male,abx_fmt,no,2022-09-24T00:00:00Z,2022-06-21T00:00:00Z,3,95,1.12
3,50731,Male,abx_fmt,no,2022-10-21T00:00:00Z,2022-06-21T00:00:00Z,4,122,1.31
3,50731,Male,abx_fmt,no,2022-11-22T00:00:00Z,2022-06-21T00:00:00Z,5,154,1.48
3,50731,Male,abx_fmt,no,2022-11-30T00:00:00Z,2022-06-21T00:00:00Z,5,162,1.5
3,50731,Male,abx_fmt,no,2022-12-07T00:00:00Z,2022-06-21T00:00:00Z,6,169,1.52
3,50731,Male,abx_fmt,no,2022-12-29T00:00:00Z,2022-06-21T00:00:00Z,6,191,1.61
3,50740,Male,abx_fmt,no,2022-06-30T00:00:00Z,2022-06-27T00:00:00Z,0,3,0.556
3,50740,Male,abx_fmt,no,2022-07-06T00:00:00Z,2022-06-27T00:00:00Z,0,9,0.59
3,50740,Male,abx_fmt,no,2022-07-07T00:00:00Z,2022-06-27T00:00:00Z,0,10,0.59
3,50740,Male,abx_fmt,no,2022-08-01T00:00:00Z,2022-06-27T00:00:00Z,1,35,0.72
3,50740,Male,abx_fmt,no,2022-08-31T00:00:00Z,2022-06-27T00:00:00Z,2,65,0.9
3,50740,Male,abx_fmt,no,2022-09-30T00:00:00Z,2022-06-27T00:00:00Z,3,95,1.02
3,50740,Male,abx_fmt,no,2022-10-31T00:00:00Z,2022-06-27T00:00:00Z,4,126,1.17
3,50740,Male,abx_fmt,no,2022-11-30T00:00:00Z,2022-06-27T00:00:00Z,5,156,1.3
3,50740,Male,abx_fmt,no,2022-12-07T00:00:00Z,2022-06-27T00:00:00Z,5,163,1.34
3,50740,Male,abx_fmt,no,2022-12-29T00:00:00Z,2022-06-27T00:00:00Z,6,185,1.46
3,50752,Male,abx_fmt,no,2022-07-05T00:00:00Z,2022-06-30T00:00:00Z,0,5,0.48
3,50752,Male,abx_fmt,no,2022-07-11T00:00:00Z,2022-06-30T00:00:00Z,0,11,0.5
3,50752,Male,abx_fmt,no,2022-07-13T00:00:00Z,2022-06-30T00:00:00Z,0,13,0.49
3,50752,Male,abx_fmt,no,2022-08-05T00:00:00Z,2022-06-30T00:00:00Z,1,36,0.57
3,50752,Male,abx_fmt,no,2022-09-06T00:00:00Z,2022-06-30T00:00:00Z,2,68,0.76
3,50752,Male,abx_fmt,no,2022-10-06T00:00:00Z,2022-06-30T00:00:00Z,3,98,0.97
3,50752,Male,abx_fmt,no,2022-10-07T00:00:00Z,2022-06-30T00:00:00Z,3,99,0.97
3,50752,Male,abx_fmt,no,2022-11-07T00:00:00Z,2022-06-30T00:00:00Z,4,130,1.13
3,50752,Male,abx_fmt,no,2022-12-05T00:00:00Z,2022-06-30T00:00:00Z,5,158,1.3
3,50752,Male,abx_fmt,no,2022-12-13T00:00:00Z,2022-06-30T00:00:00Z,5,166,1.38
3,50752,Male,abx_fmt,no,2023-01-12T00:00:00Z,2022-06-30T00:00:00Z,6,196,1.48
3,50776,Male,abx_fmt,no,2022-07-21T00:00:00Z,2022-07-18T00:00:00Z,0,3,0.52
3,50776,Male,abx_fmt,no,2022-07-27T00:00:00Z,2022-07-18T00:00:00Z,0,9,0.53
3,50776,Male,abx_fmt,no,2022-07-29T00:00:00Z,2022-07-18T00:00:00Z,0,11,0.54
3,50776,Male,abx_fmt,no,2022-08-22T00:00:00Z,2022-07-18T00:00:00Z,1,35,0.6
3,50776,Male,abx_fmt,no,2022-08-29T00:00:00Z,2022-07-18T00:00:00Z,1,42,0.62
3,50776,Male,abx_fmt,no,2022-09-22T00:00:00Z,2022-07-18T00:00:00Z,2,66,0.72
3,50776,Male,abx_fmt,no,2022-10-21T00:00:00Z,2022-07-18T00:00:00Z,3,95,0.83
3,50776,Male,abx_fmt,no,2022-11-22T00:00:00Z,2022-07-18T00:00:00Z,4,127,1.05
3,50776,Male,abx_fmt,no,2022-12-13T00:00:00Z,2022-07-18T00:00:00Z,5,148,1.19
3,50776,Male,abx_fmt,no,2023-01-12T00:00:00Z,2022-07-18T00:00:00Z,6,178,1.34
